,local_no,established_no,alcohol_no,bakery_no,dairy_no,flower_no,fuel_no,garden_no,grocery_no,meat_no,misc_no,natural_prod_no,packaged_no,pharmaceutical_no,prepared_no,restaurant_no,salad_no,seafood_no,skin_no,travel_no,vegetable_no,coupon_id
297,0,74,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,286
298,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,259
299,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,260
300,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,459
301,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,458
302,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,242
303,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,658
304,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,709
305,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1038
306,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,969
307,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,269
308,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,486
309,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,487
310,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,795
311,0,13,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,574
312,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1066
313,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1068
314,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1067
315,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896
316,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,583
317,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,897
318,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1080
319,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,406
320,0,71,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,601
321,0,93,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,598
322,0,31,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,559
323,0,10,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,860
324,0,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,482
325,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103
326,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,370
327,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,265
328,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1044
329,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,813
330,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,538
331,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,537
332,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,519
333,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,102
334,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1096
335,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1095
336,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1083
337,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,571
338,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,977
339,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1112
340,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,553
341,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,448
342,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,655
343,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,506
344,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,505
345,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,540
346,0,63,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,539
347,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,708
348,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,634
349,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,861
350,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,736
351,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,479
352,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958
353,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
354,189,2753,0,3,224,642,0,94,17,0,37,1880,2,4,1,0,18,3,0,10,7,7
355,196,3176,0,3,225,652,0,95,28,2,33,2261,2,4,1,0,40,3,0,17,6,20
356,196,3189,0,3,226,652,0,97,28,2,38,2266,2,4,1,0,40,3,0,17,6,29
357,0,9,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,407
358,0,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,669
359,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,668
360,0,46,0,0,0,0,0,0,12,0,0,0,34,0,0,0,0,0,0,0,0,1075
361,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1085
362,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1113
363,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1054
364,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,392
365,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,750
366,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,978
367,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48
368,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1111
369,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1110
370,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1012
371,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,828
372,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,743
373,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,935
374,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,832
375,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,831
376,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,899
377,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,613
378,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,611
379,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,768
380,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,917
381,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,766
382,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,767
383,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,746
384,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,663
385,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,621
386,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,652
387,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,649
388,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,380
389,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,202
390,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,985
391,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,996
392,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,470
393,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,728
394,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,729
395,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5
396,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,730
397,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,871
398,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,893
399,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,959
400,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1105
401,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,642
402,0,59,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,604
403,66,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,316
404,65,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,64
405,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,189
406,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952
407,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,371
408,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,955
409,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,779
410,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,620
411,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,782
412,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,710
413,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,711
414,0,27,0,0,0,0,0,0,15,0,0,0,12,0,0,0,0,0,0,0,0,1077
415,0,19,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,1076
416,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1029
417,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1047
418,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1046
419,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,943
420,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,759
421,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,287
422,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,989
423,0,37,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,1102
424,0,111,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,1101
425,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,673
426,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1107
427,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,460
428,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,839
429,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77
430,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,280
431,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16
432,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,263
433,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,836
434,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,264
435,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,837
436,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,436
437,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,437
438,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,901
439,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,891
440,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,894
441,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,968
442,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1035
443,0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,39
444,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,35
445,0,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3
446,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,17
447,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,536
448,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,535
449,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,785
450,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,394
451,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,393
452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,308
453,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
454,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,719
455,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54
456,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,372
457,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,165
458,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,239
459,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,957
460,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,550
461,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,295
462,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,294
463,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,927
464,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,928
465,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1050
466,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,528
467,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,842
468,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,843
469,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,823
470,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,386
471,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,821
472,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,929
473,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,816
474,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,443
475,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,607
476,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,676
477,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,677
478,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,904
479,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,784
480,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15
481,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,829
482,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,830
483,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,835
484,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,557
485,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,826
486,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,827
487,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,647
488,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,174
489,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,617
490,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,575
491,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,999
492,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,480
493,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,874
494,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,173
495,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,485
496,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,300
497,0,80,0,0,16,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,1045
498,0,37,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,627
499,0,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,754
500,0,72,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,755
501,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,600
502,0,51,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,942
503,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,778
504,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,777
505,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1027
506,0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1031
507,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1030
508,0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1032
509,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,530
510,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,949
511,0,43,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,850
512,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,851
513,0,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,852
514,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,771
515,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,667
516,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,608
517,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,299
518,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,510
519,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,262
520,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,450
521,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1059
522,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,731
523,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,756
524,0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1021
525,0,56,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1020
526,0,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,786
527,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,175
528,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,268
529,0,43,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,886
530,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,885
531,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,884
532,0,42,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,887
533,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,413
534,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,412
535,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,758
536,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,757
537,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,511
538,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,770
539,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,769
540,0,84,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,467
541,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,111
542,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,177
543,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1025
544,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,304
545,6,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,301
546,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,297
547,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,303
548,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,112
549,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,954
550,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,302
551,4,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,305
552,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1055
553,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,59
554,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,113
555,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,844
556,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,846
557,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,602
558,14,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,307
559,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,944
560,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,681
561,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1114
562,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,512
563,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,992
564,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,734
565,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,733
566,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,284
567,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,283
568,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,285
569,0,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,277
570,0,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,276
571,0,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,278
572,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,815
573,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,513
574,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,735
575,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,919
576,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,920
577,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,603
578,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,473
579,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,814
580,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1033
581,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1034
582,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,517
583,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,504
584,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,25
585,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,694
586,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,561
587,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,275
588,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1056
589,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,542
590,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,541
591,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,26
592,0,92,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,625
593,0,62,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,624
594,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,780
595,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1028
596,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,995
