,cu_local_no,cu_established_no,cu_alcohol_no,cu_bakery_no,cu_dairy_no,cu_flower_no,cu_fuel_no,cu_garden_no,cu_grocery_no,cu_meat_no,cu_misc_no,cu_natural_prod_no,cu_packaged_no,cu_pharmaceutical_no,cu_prepared_no,cu_restaurant_no,cu_salad_no,cu_seafood_no,cu_skin_no,cu_travel_no,cu_vegetable_no,customer_id,no_of_tran,no_of_days,qty,max_sp,min_sp,avg_sp,max_od,min_od,avg_od,max_cd,min_cd,avg_cd
339,349,1260,2,10,0,0,6,0,1169,17,0,19,63,311,4,0,0,4,4,0,0,1368,1609,165,55724,1282.32,3.56,88.07032318,0,-312.03,-18.75460534,0,-89.05,-0.287793661
340,244,512,0,4,5,1,2,0,606,13,3,32,35,49,1,0,0,5,0,0,0,82,756,72,26002,1362.46,10.69,74.19186508,0,-463.06,-14.02458995,0,-35.62,-0.485277778
341,285,428,1,7,4,7,15,0,536,7,0,19,63,51,0,0,0,3,0,0,0,411,713,77,91659,783.64,6.06,88.40347826,0,-390.04,-18.57761571,0,-89.05,-0.224810659
342,743,1204,0,15,11,0,22,4,1531,27,6,133,54,124,13,0,0,1,6,0,0,1068,1947,141,278626,4298.62,7.12,156.9452491,0,-2340.23,-43.3814227,0,-712.4,-1.626404725
343,171,394,0,1,25,0,0,1,408,15,1,35,32,32,11,2,0,2,0,0,0,1118,565,30,702,2276.83,12.11,93.53943363,0,-234.02,-16.83143363,0,-89.05,-0.668247788
344,96,792,0,1,50,6,4,0,588,13,1,62,13,126,11,0,0,11,2,0,0,835,888,51,48886,1689.1,6.06,135.4058784,0,-127.88,-8.608243243,0,-71.24,-0.280765766
345,118,404,0,1,1,0,0,0,404,33,0,9,50,11,7,0,0,6,0,0,0,1452,522,57,690,355.84,13.18,107.4039272,0,-220.49,-16.89756705,0,-35.62,-0.719885057
346,376,1249,0,13,6,0,10,0,1202,14,2,36,45,282,9,0,0,4,2,0,0,1544,1625,126,129770,1638.52,7.12,92.58671385,0,-729.5,-27.49691692,0,-89.05,-0.633464615
347,728,1257,6,19,84,2,25,1,1488,68,28,137,47,63,11,0,0,5,0,0,1,926,1985,193,485064,1602.9,8.9,135.6937783,0,-411.77,-20.97420151,0,-71.24,-0.216942065
348,238,342,1,2,1,1,31,0,409,23,0,23,36,45,3,0,0,3,2,0,0,919,580,104,343298,1346.44,11.75,158.8299483,0,-390.04,-30.02567241,0,-1068.24,-4.972655172
349,395,1125,0,9,38,3,1,0,1054,24,3,130,30,160,20,0,0,30,18,0,0,1556,1520,122,15064,1600.76,10.69,138.3416579,0,-631.9,-21.68959211,0,-142.48,-1.5595
350,539,1891,0,13,29,2,11,1,1888,43,1,91,91,240,5,0,0,8,7,0,0,1574,2430,98,155276,1712.97,3.56,100.2546214,0,-355.84,-17.97706173,0,-249.34,-4.912674897
351,582,1588,1,18,3,12,72,1,1573,33,8,96,117,205,13,0,0,16,1,1,0,1336,2170,189,1347817,2671.5,7.12,152.8685207,0,-355.84,-13.72628571,0,-170.62,-2.39440553
352,272,788,0,6,0,1,24,0,860,17,1,33,57,55,6,0,0,0,0,0,0,66,1060,121,242525,2493.04,6.06,110.112066,0,-317.02,-19.644,0,-12.47,-0.011764151
353,151,1248,0,13,18,1,0,0,930,7,1,31,38,333,21,0,0,2,4,0,0,433,1399,138,1637,1424.44,4.99,121.5929736,0,-1424.8,-13.86361687,0,-178.1,-1.646790565
354,59,205,0,40,1,0,0,0,141,24,0,21,3,21,9,0,0,4,0,0,0,1488,264,57,306,704.21,28.14,116.2674621,0,-470.18,-20.02943182,0,-35.62,-0.134924242
355,145,650,0,0,74,0,11,0,501,58,1,43,58,44,1,0,0,4,0,0,0,1486,795,54,263555,2671.5,16.03,135.6189686,0,-356.2,-15.50954717,0,0,0
356,188,344,0,0,0,1,10,0,400,10,0,3,31,72,2,0,0,2,1,0,0,702,532,64,61265,854.88,7.12,91.1737218,0,-372.23,-15.54013158,0,-89.05,-0.167387218
357,162,307,0,5,0,0,0,0,347,18,0,23,27,44,0,0,0,5,0,0,0,1274,469,96,687,712.04,7.12,100.800597,0,-712.4,-23.6633049,0,-17.81,-0.037974414
358,1049,968,0,50,2,1,7,0,1502,40,0,66,63,256,21,0,0,0,8,1,0,407,2017,153,78498,997.36,3.56,91.26158651,0,-533.59,-19.92287556,0,-35.62,-0.155225583
359,213,1682,0,29,14,1,11,0,1274,9,0,66,84,363,43,0,0,0,1,0,0,1154,1895,78,161177,2137.2,6.06,136.962248,0,-249.34,-9.750891821,0,-35.62,-0.071430079
360,296,992,0,55,5,2,25,0,961,24,0,65,42,83,25,0,0,0,1,0,0,1384,1288,218,279111,1594,8.55,121.0638121,0,-297.78,-18.0071972,0,-106.5,-0.262445652
361,1005,2118,1,23,1,15,0,4,2496,42,2,140,96,229,52,0,0,10,12,0,0,239,3123,110,3998,1601.83,6.06,96.33830291,0,-996.65,-16.48122638,0,-71.24,-0.132869036
362,261,598,0,39,11,1,5,0,660,27,1,34,49,16,13,0,0,3,0,0,0,1104,859,79,51220,1139.84,7.12,84.3732596,0,-510.08,-23.79942957,0,-44.52,-0.196961583
363,90,358,0,1,0,1,0,0,352,0,0,0,26,67,0,0,0,1,0,0,0,588,448,70,517,712.4,23.51,114.9682366,0,-93.32,-12.61154018,0,0,0
364,149,354,0,0,6,0,5,0,371,1,0,22,46,44,4,0,0,2,0,2,0,1536,503,48,42896,911.87,9.97,95.43021869,0,-355.84,-18.92182903,0,-89.05,-0.322206759
365,219,509,1,7,2,2,28,0,479,5,2,19,45,130,4,0,0,1,3,0,0,763,728,151,191173,1534.51,7.12,106.7744231,0,-240.08,-14.30225275,0,-39.18,-0.335151099
366,470,575,0,9,4,0,0,0,883,7,14,15,79,29,3,0,0,2,0,0,0,1521,1045,103,275636,7480.2,11.75,128.917445,0,-658.26,-45.67720574,0,-142.48,-1.187559809
367,413,794,2,20,12,0,0,0,940,13,0,60,56,56,17,0,0,29,2,0,0,779,1207,51,1643,853.46,8.9,90.67125932,0,-372.23,-18.65590721,0,-89.05,-0.233131732
368,301,690,10,12,1,3,27,1,607,22,3,19,56,224,1,0,0,3,2,0,0,1405,991,142,236485,1424.09,7.12,151.8722704,0,-437.41,-16.65578204,0,-12.47,-0.012583249
369,231,701,0,10,5,1,1,0,704,30,0,16,119,35,0,0,0,11,0,0,0,1014,932,67,9997,712.4,8.9,110.0106438,0,-270,-17.63713519,0,0,0
370,203,578,0,16,27,2,3,0,497,9,1,53,6,125,21,0,0,4,17,0,0,369,781,122,34836,1210.37,10.69,120.5428937,0,-526.11,-14.10404609,0,-17.81,-0.022804097
371,279,397,0,22,8,0,0,0,514,6,2,21,51,39,7,0,0,3,2,1,0,1237,676,73,7923,996.65,7.12,82.38727811,0,-169.91,-12.16236686,0,-124.67,-0.184423077
372,210,627,1,4,3,0,1,0,524,53,2,89,42,105,1,0,0,11,1,0,0,1311,837,86,8980,1388.11,8.9,124.1388411,0,-439.91,-18.19550777,0,0,0
373,45,520,0,3,5,1,0,0,498,0,0,0,2,55,0,0,0,0,1,0,0,475,565,49,924,1187.21,3.56,98.84046018,0,-780.08,-21.01644248,0,-178.1,-1.852247788
374,27,354,0,2,6,4,0,0,293,4,0,17,12,35,7,0,0,1,0,0,0,34,381,74,471,1175.1,7.12,129.6243045,0,-213.01,-17.3639895,0,0,0
375,186,954,0,2,6,8,1,0,733,22,0,25,99,232,9,0,1,1,1,0,0,329,1140,122,10242,1865.78,12.11,208.756,0,-1170.12,-46.45285965,0,-320.58,-2.755859649
376,374,916,0,68,32,9,23,3,792,10,12,63,55,149,67,0,0,3,4,0,0,1158,1290,168,335440,1603.26,6.06,134.4432248,0,-519.7,-14.04900775,0,0,0
377,194,389,2,8,2,0,0,0,450,11,0,15,35,52,5,0,0,1,1,1,0,752,583,81,723,427.44,7.12,74.98555746,0,-142.48,-13.76526587,0,0,0
378,168,862,0,32,2,0,0,0,793,16,1,60,58,52,1,0,0,14,1,0,0,420,1030,70,1419,1281.96,10.69,111.284068,0,-534.3,-22.15259223,0,-89.05,-0.172912621
379,71,247,1,6,7,0,0,0,214,11,0,15,18,25,15,0,0,4,2,0,0,298,318,69,365,712.04,16.03,100.1430503,0,-286.74,-17.65965409,0,-35.62,-0.280031447
380,261,555,2,8,5,0,31,0,620,3,4,4,55,75,8,0,0,0,1,0,0,1371,816,121,214792,1369.23,8.9,100.7057721,0,-213.01,-16.31928922,0,-99.38,-0.307303922
381,374,1306,0,12,9,4,32,0,1053,12,0,65,107,359,7,0,0,17,3,0,0,80,1680,113,550002,2130.08,12.11,171.8897262,0,-569.92,-20.00751786,0,-213.72,-1.311571429
382,171,799,0,6,3,1,3,0,749,17,3,22,32,123,7,0,0,0,2,2,0,1067,970,106,43977,1905.31,3.56,115.8297423,0,-152.81,-12.18604124,0,-35.62,-0.233185567
383,140,589,2,15,5,0,6,0,504,15,2,55,29,66,15,0,0,8,7,0,0,1254,729,42,84809,1590.08,11.75,130.9884225,0,-142.48,-12.94379973,0,-35.62,-0.075733882
384,286,793,0,8,13,0,8,7,743,11,1,36,67,179,2,0,0,1,3,0,0,1305,1079,185,81439,1166.91,9.62,109.5492586,0,-780.08,-20.79376274,0,-178.1,-0.727914736
385,72,235,1,9,1,1,0,0,169,2,0,12,4,95,11,0,0,1,1,0,0,932,307,48,403,1330.05,17.81,168.5221824,0,-193.77,-12.2034202,0,-35.62,-0.694983713
386,121,323,0,4,0,0,0,0,360,7,1,15,42,11,0,0,0,4,0,0,0,122,444,30,670,712.04,7.12,106.488018,0,-178.1,-25.3631982,0,0,0
387,219,450,0,7,3,0,0,0,553,14,0,16,31,39,2,0,0,4,0,0,0,939,669,39,813,511.5,17.45,78.80971599,0,-106.15,-10.53874439,0,0,0
388,291,821,0,20,13,8,30,0,641,38,9,125,44,143,25,2,0,6,8,0,0,571,1112,179,459391,2121.88,7.12,150.0091547,0,-462.7,-19.33725719,0,-19.59,-0.017616906
389,46,584,0,1,5,0,0,0,498,5,0,0,52,57,2,0,0,10,0,0,0,1401,630,147,799,1424.44,10.69,90.04665079,0,-356.2,-15.13488889,0,-35.62,-0.056539683
390,481,1011,2,15,4,0,0,0,1122,43,0,22,124,140,3,0,5,7,5,0,0,666,1492,124,2009,783.28,6.06,95.19959115,0,-411.77,-13.04589812,0,-35.62,-0.023873995
391,280,558,0,8,10,0,0,0,541,62,0,19,110,61,20,0,0,6,1,0,0,956,838,145,1055,747.66,5.34,78.44756563,0,-413.55,-11.88310263,0,0,0
392,229,635,0,16,22,0,0,0,636,19,0,57,54,30,25,0,0,5,0,0,0,1345,864,75,1109,746.95,10.33,104.4818287,0,-216.21,-18.71736111,0,-35.62,-0.237048611
393,531,738,1,6,2,3,12,0,974,12,19,29,79,114,9,0,0,7,2,0,0,1343,1269,103,285811,1781,3.56,111.5579827,0,-390.04,-18.68338849,0,-106.86,-0.353396375
394,537,692,1,11,2,2,0,0,927,38,1,55,87,96,3,0,0,4,2,0,0,550,1229,75,1648,1708.69,11.75,105.8972661,0,-355.84,-16.36034988,0,-355.84,-0.781659886
395,416,560,0,24,16,1,2,0,762,6,1,21,27,106,6,0,0,3,1,0,0,373,976,93,18421,1068.6,10.69,135.5607889,0,-423.17,-30.37446721,0,-89.05,-0.21897541
396,289,632,0,2,118,0,1,0,543,20,0,113,26,76,12,0,0,7,3,0,0,863,921,73,13364,1246.7,5.7,98.20388708,0,-284.96,-17.67609121,0,-106.5,-0.115635179
397,184,526,0,18,19,0,11,0,423,40,31,42,24,93,3,0,1,5,0,0,0,299,710,255,381592,1480.72,3.21,171.8900141,0,-624.06,-31.2045493,0,-89.05,-1.446873239
398,5,358,0,0,0,0,0,0,335,0,0,2,11,14,1,0,0,0,0,0,0,1010,363,80,1546,1959.1,19.59,295.3924242,0,-1382.06,-191.1880992,0,-178.1,-6.378236915
399,409,583,0,11,0,0,21,0,681,49,0,51,53,117,3,0,0,6,0,0,0,174,992,107,203528,1390.96,10.69,121.6934677,0,-397.88,-19.42295363,0,-35.62,-0.035907258
400,60,303,0,1,0,0,0,0,274,7,1,24,16,36,3,0,0,1,0,0,0,1501,363,53,516,1192.91,12.11,120.4041322,0,-170.98,-17.75099174,0,-71.24,-2.33046832
401,618,458,0,28,42,0,2,0,872,11,0,35,29,51,2,0,0,3,1,0,0,650,1076,84,18887,1068.24,8.9,84.55098513,0,-219.42,-14.28523234,0,-71.24,-0.387314126
402,88,382,102,0,0,0,15,0,284,3,0,2,17,39,1,0,0,1,6,0,0,304,470,115,76536,1068.24,6.06,124.5745957,0,-151.03,-7.549553191,0,-26.71,-0.056829787
403,122,260,0,11,0,0,0,0,268,14,0,9,43,32,3,0,0,2,0,0,0,1304,382,61,511,1066.82,13.89,106.6245288,0,-178.1,-17.54591623,0,-10.69,-0.027984293
404,238,388,0,3,1,0,0,0,537,13,1,24,22,17,1,0,4,2,1,0,0,242,626,87,738,426.02,8.9,87.72651757,0,-524.68,-16.34175719,0,0,0
405,196,838,0,5,0,0,0,0,710,17,1,61,145,75,7,0,0,11,2,0,0,1266,1034,83,1208,957.47,17.81,123.6219729,0,-213.72,-13.86826886,0,-163.5,-0.913907157
406,361,532,0,14,34,0,26,0,626,7,2,25,4,113,27,0,0,1,13,0,1,316,893,82,285516,1498.18,11.75,122.7495297,0,-473.03,-16.76269877,0,-17.81,-0.019944009
407,57,785,0,4,0,0,0,0,674,3,1,15,74,70,1,0,0,0,0,0,0,317,842,56,1764,890.5,7.12,111.5309264,0,-780.08,-40.14581948,0,-178.1,-6.219893112
408,134,302,0,28,18,0,0,4,298,1,1,25,15,33,3,0,0,10,0,0,0,1316,436,72,7633,2491.62,11.75,118.5821101,0,-996.65,-28.73440367,0,-35.62,-0.081697248
409,440,753,3,13,2,5,38,0,928,10,0,42,39,98,5,0,1,9,0,0,0,839,1193,162,246753,890.5,7.12,124.5499246,0,-427.44,-20.24077955,0,-44.52,-0.164207879
410,191,288,3,11,2,1,4,0,300,17,0,27,33,59,7,0,0,15,0,0,0,1111,479,86,45697,1120.96,4.27,100.4489144,0,-854.17,-22.42112735,0,-89.05,-1.777244259
411,230,954,0,1,46,0,0,0,887,4,74,10,25,126,8,0,0,1,2,0,0,927,1184,197,938554,1778.15,13.89,200.6876689,0,-569.56,-17.87401182,0,0,0
412,104,307,0,22,1,0,0,0,201,3,0,19,5,157,2,0,0,1,0,0,0,118,411,91,537,1281.96,5.34,97.99345499,0,-142.48,-10.76819951,0,-35.62,-0.173333333
413,201,433,0,7,5,0,10,0,473,13,1,26,17,74,5,0,0,1,2,0,0,403,634,63,88912,1151.24,6.06,94.589653,0,-302.77,-15.89050473,0,-102.59,-1.773044164
414,72,457,1,10,12,0,0,0,423,0,2,4,28,45,4,0,0,0,0,0,0,1580,529,100,20467,1020.16,3.56,112.336673,0,-288.88,-12.69727788,0,0,0
415,28,249,0,5,26,1,0,0,147,1,1,34,4,45,6,0,0,7,0,0,0,1195,277,54,310,747.31,17.81,136.9644043,0,-227.97,-13.52386282,0,-8.9,-0.032129964
416,542,1576,1,87,31,9,27,0,1283,35,2,106,6,479,47,0,0,1,3,1,0,1064,2118,116,291246,2478.08,6.77,139.7265014,0,-897.62,-21.42750708,0,-89.05,-0.296831917
417,186,411,0,3,7,0,0,0,490,23,0,7,44,16,4,0,0,2,1,0,0,1267,597,83,811,534.3,0.71,71.94249581,0,-246.49,-12.95428811,0,-44.52,-0.134237856
418,522,503,0,35,3,1,39,0,726,16,0,54,87,55,1,0,0,8,0,0,0,1324,1025,155,691289,1959.1,13.89,222.3311805,0,-716.32,-43.53352195,0,-178.1,-0.517443902
419,188,2232,2,20,4,0,0,0,1825,28,0,44,155,309,17,0,0,5,11,0,0,1046,2420,132,2782,746.6,12.11,120.4949587,0,-249.34,-15.77954545,0,-89.05,-0.231086777
420,517,1498,1,27,12,2,63,0,1468,8,1,88,118,212,9,0,0,6,0,0,0,859,2015,145,705609,1709.4,6.06,127.6334839,0,-498.68,-21.90569231,0,-89.05,-0.541811414
421,884,1843,0,56,9,3,2,0,2006,40,3,81,189,306,3,0,0,4,24,1,0,1558,2727,217,45148,1737.19,3.56,101.3610268,0,-433.85,-37.19409974,0,-534.3,-3.122698937
422,110,323,10,1,0,0,0,0,289,32,0,19,42,34,1,0,0,5,0,0,0,382,433,80,529,1780.64,13.89,144.129515,0,-163.85,-14.3130254,0,0,0
423,271,950,2,16,6,5,31,0,676,23,8,59,72,273,38,0,0,2,10,0,0,140,1221,107,684172,3464.04,11.75,172.6829812,0,-263.94,-16.11185913,0,-106.86,-0.087518428
424,349,1071,0,64,8,2,0,3,991,34,1,62,48,159,23,0,0,13,11,0,1,444,1420,168,1648,1531.3,10.69,109.705162,0,-372.23,-17.38834507,0,-89.05,-0.165556338
425,319,1255,1,36,250,1,8,0,890,11,3,158,19,107,67,0,1,11,10,1,0,1432,1574,90,140028,6055.04,10.33,120.1857116,0,-355.84,-13.13324651,0,0,0
426,131,141,0,10,1,0,1,0,213,12,0,3,14,12,2,0,0,4,0,0,0,539,272,69,5659,566.36,3.56,76.56165441,0,-167.77,-12.59922794,0,-14.25,-0.052389706
427,358,1769,0,6,7,0,76,1,1599,41,1,78,57,241,14,0,0,1,5,0,0,659,2127,171,1094619,1991.51,3.21,142.7161307,0,-1175.1,-13.12169723,0,-106.86,-0.339788434
428,203,505,0,7,9,1,3,0,514,12,0,49,37,59,11,0,0,1,5,0,0,1344,708,56,23172,1309.03,10.69,139.8838559,0,-360.12,-19.9959322,0,-106.86,-2.859576271
429,50,428,0,14,7,0,0,0,319,8,0,16,12,87,10,0,0,3,2,0,0,514,478,69,564,1352.85,17.81,156.5679498,0,-281.04,-11.99820084,0,-17.81,-0.037259414
430,185,764,0,0,35,0,2,0,653,15,0,50,69,108,9,0,0,4,4,0,0,1453,949,80,13654,719.88,10.69,94.62365648,0,-355.84,-18.39559536,0,-26.71,-0.067565859
431,200,312,0,5,1,0,0,0,388,15,0,8,51,37,4,0,0,0,2,1,0,313,512,63,789,1371.01,7.12,117.1963867,0,-1371.37,-33.05048828,0,-142.48,-0.800058594
432,146,759,1,16,0,0,0,0,738,17,0,34,65,22,9,0,0,0,1,2,0,1565,905,105,1102,605.18,6.77,82.41331492,0,-224.41,-14.63029834,0,-35.62,-0.082651934
433,152,512,0,16,0,5,15,7,478,11,4,19,8,94,4,0,0,3,0,0,0,385,664,78,216046,1496.04,3.21,139.6248343,0,-234.02,-25.52962349,0,-106.86,-4.177786145
434,253,808,0,10,0,0,0,0,741,11,7,15,87,184,4,0,0,0,2,0,0,801,1061,98,1471,1780.64,7.12,135.2838549,0,-712.04,-19.54130066,0,-127.88,-0.343440151
435,214,419,0,12,24,1,6,0,422,12,1,52,12,51,26,0,0,8,6,0,0,448,633,43,92905,1956.61,13.89,110.5150553,0,-128.23,-11.9528278,0,-35.62,-0.070331754
436,259,364,2,2,0,0,8,0,481,2,0,9,8,75,25,0,0,4,7,0,0,399,623,79,113454,2065.96,7.12,166.3978331,0,-352.64,-36.15600321,0,-35.62,-0.285874799
437,264,496,0,3,29,0,0,0,560,16,0,28,49,72,2,0,0,1,0,0,0,817,760,78,996,961.38,10.69,89.13734211,0,-372.23,-13.91365789,0,-89.05,-0.435868421
438,266,1934,1,81,17,9,27,1,1582,31,4,274,13,113,28,0,0,9,8,0,2,1166,2200,104,397929,2849.24,12.11,147.7360545,0,-142.12,-11.5058,0,-35.62,-0.160286364
439,205,485,0,5,2,0,0,0,549,18,0,15,83,18,0,0,0,0,0,0,0,461,690,147,1261,925.41,7.12,105.4469275,0,-727.72,-39.33104348,0,-89.05,-1.760362319
440,415,395,0,8,0,0,9,0,638,18,3,25,44,60,2,0,0,3,0,0,0,1389,810,119,54133,712.4,1.78,65.76659259,0,-712.4,-16.58520988,0,-89.05,-0.197876543
441,333,1482,0,32,6,3,17,0,1324,42,1,79,105,156,22,0,6,10,12,0,0,1004,1815,174,168668,2328.84,7.12,107.619146,0,-498.68,-14.71787879,0,-89.05,-0.143267218
442,128,631,0,10,0,0,1,0,541,15,1,35,74,47,30,0,1,4,0,0,0,1357,759,91,10964,883.38,12.47,82.42466403,0,-390.04,-23.43952569,0,-89.05,-0.776679842
443,623,1476,0,29,8,11,1,3,1219,45,0,105,103,544,17,0,0,3,7,4,0,501,2099,268,7349,925.41,4.27,73.70278228,0,-1602.54,-16.37773225,0,-106.5,-0.115221534
444,77,578,0,4,0,1,0,0,455,11,2,6,20,144,2,0,0,2,8,0,0,1552,655,66,1164,1068.24,12.11,169.9226718,0,-815.7,-24.51369466,0,-46.31,-0.383374046
445,439,732,9,9,16,2,8,2,774,30,1,55,66,181,8,0,0,5,5,0,0,90,1171,198,131204,2458.14,5.34,122.1916567,0,-435.99,-19.71886422,0,-89.05,-0.480606319
446,113,275,2,1,0,0,0,0,279,6,1,4,12,81,0,0,0,2,0,0,0,445,388,99,480,1312.24,10.69,105.9087113,0,-131.79,-9.483865979,0,0,0
447,118,1142,0,4,2,13,0,0,869,21,0,37,17,236,5,6,0,31,16,2,1,733,1260,74,1590,2136.84,10.69,148.4090794,0,-266.79,-12.73934127,0,-356.2,-0.474920635
448,453,637,0,22,5,1,23,0,845,39,1,29,76,40,8,0,0,0,1,0,0,930,1090,77,102731,712.76,7.12,87.54192661,0,-249.34,-13.81833028,0,-35.26,-0.064697248
449,13,186,0,1,1,0,0,0,169,0,0,7,6,9,6,0,0,0,0,0,0,1008,199,98,234,259.67,10.69,79.83824121,0,-206.24,-9.959145729,0,0,0
450,25,113,0,0,1,0,6,0,92,2,0,8,5,22,2,0,0,0,0,0,0,996,138,38,29689,1150.53,12.11,103.4086232,0,-148.89,-14.0673913,0,-35.62,-0.864710145
451,58,469,0,1,1,0,0,0,464,3,0,17,15,26,0,0,0,0,0,0,0,134,527,63,859,305.98,10.69,96.01100569,0,-283.18,-13.51248577,0,0,0
452,223,237,0,4,0,0,0,0,354,11,0,5,70,14,1,0,0,1,0,0,0,837,460,106,565,379,14.25,66.0285,0,-425.3,-14.40413043,0,-89.05,-0.193586957
453,145,799,0,8,1,1,32,0,629,6,4,34,49,145,9,0,0,8,16,2,0,703,944,98,685689,3098.94,6.06,176.4618114,0,-213.36,-13.47136653,0,-35.26,-0.058103814
454,199,437,0,4,1,0,0,0,516,15,0,23,25,42,4,0,0,3,2,0,1,805,636,65,812,987.39,11.75,83.11410377,0,-372.23,-15.97559748,0,-89.05,-0.140015723
455,423,1106,0,34,2,0,22,0,1209,28,0,37,131,51,5,0,1,9,0,0,0,248,1529,125,113965,890.5,3.56,67.6335448,0,-390.04,-15.45962067,0,-124.31,-0.738260301
456,224,648,0,2,24,0,4,0,737,4,0,41,47,10,2,0,0,1,0,0,0,474,872,66,63084,1763.19,10.69,93.49697248,0,-312.03,-25.90309633,0,-89.05,-0.508555046
457,507,657,0,32,0,0,62,0,780,16,4,20,124,110,10,0,2,2,1,1,0,396,1164,200,551519,1496.4,7.12,140.0668385,0,-352.28,-16.3525,0,-89.05,-0.235635739
458,193,894,0,45,2,0,34,0,723,27,0,65,68,92,22,0,0,2,4,1,2,409,1087,96,503614,2417.17,1.07,143.2793008,0,-533.94,-14.79862006,0,-44.52,-0.248058878
459,118,540,0,7,43,0,1,0,379,24,6,90,15,62,23,1,1,0,4,2,0,1335,658,119,21926,1318.3,3.56,80.13206687,0,-338.03,-13.83972644,0,-319.87,-1.660835866
460,48,462,0,1,0,0,9,0,414,15,0,18,30,19,2,0,0,1,1,0,0,1048,510,62,76714,920.06,12.11,116.7364902,0,-178.1,-19.69509804,0,0,0
461,67,678,0,5,0,0,11,0,575,45,0,17,31,55,0,0,0,0,6,0,0,131,745,95,163008,2840.7,17.81,117.706604,0,-666.09,-25.34738255,0,-284.96,-4.89304698
462,136,394,0,7,1,0,0,0,341,16,1,94,16,28,22,0,0,1,0,3,0,417,530,64,648,587.37,3.56,87.93709434,0,-529.31,-25.07281132,0,-24.93,-0.114245283
463,386,557,0,6,39,1,31,0,657,3,0,40,23,115,19,0,0,2,7,0,0,551,943,100,309222,1471.82,4.99,124.6727147,0,-210.16,-14.52123012,0,-102.59,-1.840636267
464,235,576,2,0,0,0,13,0,649,21,0,21,35,62,7,0,0,1,0,0,0,1086,811,123,140179,1461.84,5.34,98.1723058,0,-320.22,-33.02553637,0,-509.37,-5.960850801
465,351,845,0,26,0,1,24,0,861,19,0,36,62,152,9,0,0,4,1,1,0,1178,1196,156,100103,854.52,7.12,101.1106605,0,-352.28,-20.05317726,0,-89.05,-0.107215719
466,272,2559,0,27,192,0,14,0,1703,36,5,64,83,667,0,0,0,22,18,0,0,626,2831,123,152000,2858.15,0.36,88.62323561,0,-533.94,-19.17176969,0,-142.48,-2.225231367
467,464,1128,0,44,2,4,45,0,989,21,0,43,78,337,10,0,0,4,15,0,0,958,1592,137,223338,1032.62,7.12,103.6001382,0,-334.47,-18.50548995,0,-71.24,-0.111419598
468,341,837,0,2,4,0,5,0,822,24,0,15,69,217,7,0,1,1,11,0,0,438,1178,136,40761,1104.22,8.9,104.0572071,0,-257.89,-12.97550934,0,-35.62,-0.060475382
469,165,272,0,4,0,1,3,1,351,7,0,11,20,38,1,0,0,0,0,0,0,159,437,79,17473,1187.21,8.9,97.75231121,0,-156.02,-11.9301373,0,-356.2,-3.830983982
470,204,1127,3,10,98,0,0,0,989,2,1,16,6,201,2,0,0,0,3,0,0,665,1331,183,1426,932.89,17.81,102.6058903,0,-205.88,-15.4944553,0,-142.48,-0.28768595
471,459,1110,0,3,0,1,4,0,1243,23,0,22,137,122,4,0,1,8,0,1,0,1084,1569,111,19213,1139.13,6.06,87.45227533,0,-323.07,-17.66279796,0,-17.81,-0.027246654
472,167,161,0,14,2,0,5,0,185,3,0,13,11,95,0,0,0,0,0,0,0,731,328,95,24117,711.69,21.02,136.0548171,0,-284.96,-16.41015244,0,0,0
473,118,401,0,0,21,0,0,0,382,0,2,8,30,74,0,0,0,0,2,0,0,53,519,129,842,426.37,11.75,94.51803468,0,-226.9,-14.21021195,0,0,0
474,524,1118,0,7,2,0,38,0,1236,28,0,20,129,172,5,0,0,4,0,1,0,510,1642,141,181500,1459.71,10.69,98.54523143,0,-583.81,-24.02581608,0,-178.1,-1.452344702
475,234,1338,0,2,0,0,6,0,1296,18,2,22,92,126,2,0,0,4,2,0,0,1312,1572,80,76957,1424.8,6.06,84.11195293,0,-163.85,-13.37855598,0,-71.24,-0.242455471
476,353,686,0,6,1,1,26,0,760,28,0,44,68,97,6,0,0,0,2,0,0,1043,1039,75,231760,1496.04,7.12,115.6175168,0,-266.79,-17.75510106,0,-88.69,-0.368180943
477,233,271,1,4,0,3,1,0,318,10,0,23,62,55,12,0,0,12,3,0,0,1455,504,52,16826,1182.23,7.12,78.62,0,-372.23,-19.34424603,0,-89.05,-0.459384921
478,106,461,0,0,3,0,0,0,390,7,1,14,26,105,0,0,0,3,18,0,0,273,567,75,716,818.9,7.12,96.30987654,0,-142.48,-14.91500882,0,0,0
479,133,661,2,2,1,1,0,0,565,18,1,64,32,104,2,0,0,1,0,0,1,905,794,101,934,854.17,10.69,119.4367003,0,-284.96,-18.49542821,0,-89.05,-0.426183879
480,723,980,0,6,1,0,0,0,1380,23,0,107,72,110,1,0,0,1,0,2,0,293,1703,225,2716,3561.64,6.06,94.88729888,0,-1068.6,-23.47874927,0,-71.24,-0.599659425
481,157,219,0,29,1,1,11,1,198,31,3,34,26,24,1,0,0,15,0,0,1,974,376,104,66833,714.54,8.9,92.85388298,0,-248.98,-19.71800532,0,-71.24,-1.288351064
482,118,325,4,4,3,0,0,0,344,16,1,7,36,25,2,0,0,1,0,0,0,1164,443,76,691,1115.97,7.12,92.05489842,0,-170.98,-19.56909707,0,-89.05,-0.663340858
